,达人,粉丝数,销售额,销售量,商品数,观看人次,人次峰值,地区
396,Wiwy的户外小号-周五晚7点开播,4794,117104.3,525,67,15102,183,北京市
397,心相印旗舰店,140597,117040.3,2692,21,129027,168,北京市
398,姿美堂官方旗舰店,74057,116742.75,278,10,18287,120,北京市
399,荣耀全场景直播间,20184,116482.67,56,47,25217,40,北京市
400,崇云数码官方旗舰店,117518,116426.36,39,36,30387,73,北京市
401,迪巧 D-CAL,85985,116211.0,569,10,20652,38,北京市
402,润百颜官方旗舰店,316349,116006.0,398,20,24549,60,北京市
403,巴拉巴拉男童店,41021,115559.9,2017,105,83661,124,北京市
404,团油加油券,160004,115519.6,715,11,31613,470,北京市
405,团油加油券,160004,114532.0,592,11,38757,323,北京市
406,美臀黄建,564572,114447.1,1162,32,102375,7444,北京市
407,天成易讯数码专营店,50910,114359.69,967,40,101871,2304,北京市
408,酒仙网旗舰店,807246,114154.19,855,27,50118,773,北京市
409,爱慕官方旗舰店,541936,114115.41,531,30,31477,187,北京市
410,演员洪冰瑶（每日19:14直播）,329051,113941.0,364,25,28131,249,北京市
411,京东家纺直营店,29525,113808.33,1443,48,67378,490,北京市
412,ARSIS官方旗舰店,146014,113726.35,526,59,28012,56,北京市
413,修芝堂旗舰店,80779,113514.13,301,6,7365,84,北京市
414,曹大掌柜和曹美丽的日常,366889,112670.7,1456,97,78703,1773,北京市
415,TCH潮牌,167557,112580.0,122,71,16179,122,北京市
416,陶然reset,1176983,112006.0,331,13,10843,571,北京市
417,Lee官方旗舰店,64114,111967.0,343,59,29368,110,北京市
418,修芝堂旗舰店,80779,111812.2,311,10,6903,95,北京市
419,爱慕官方旗舰店,541936,111613.0,553,30,29547,154,北京市
420,徐亮,1067475,111521.02,3173,104,31545,765,北京市
421,心上精选奢侈品,95787,111141.0,24,100,2778,25,北京市
422,修芝堂旗舰店,80779,110568.0,304,8,7497,108,北京市
423,天成孤品【文玩回血十个点】,14029,110180.0,54,58,18918,109,北京市
424,伟粒大码服装工作室,20005,109446.99,603,106,48277,999,北京市
425,凯叔讲故事官方旗舰店,242943,109398.95,514,42,25375,112,北京市
426,凯叔讲故事官方旗舰店,242943,109232.68,402,40,22296,92,北京市
427,维维俏生活,332591,109049.5,197,39,20568,453,北京市
428,姿美堂旗舰店,223158,108820.2,263,4,18637,129,北京市
429,鑫鑫枣业-正宗新疆枣仁派源头工厂,825298,108642.0,1058,6,58513,235,北京市
430,朗姿股份有限公司,90524,108539.0,87,74,12021,86,北京市
431,Lee官方旗舰店,64114,108172.0,324,59,29145,100,北京市
432,yy的小喜欢,62286,108052.0,293,34,27047,561,北京市
433,星辰出品,14638,107865.13,606,117,46335,618,北京市
434,桃姐电子产品,84962,107377.25,75,33,24838,124,北京市
435,交个朋友之休闲运动,44893,107331.9,797,31,46628,873,北京市
436,施小暴(小个子联盟),332394,106872.1,652,15,98263,709,北京市
437,迪巧 D-CAL,85985,106654.0,472,10,18976,42,北京市
438,刘玉婷张迪夫妇,237677,106536.8,608,22,19839,437,北京市
439,申怡读书,2931139,106478.2,237,8,36393,935,北京市
440,润百颜官方旗舰店,316349,106344.0,362,20,20566,69,北京市
441,手电王,223651,106185.0,188,20,22614,468,北京市
442,姿美堂官方旗舰店,74057,106093.0,252,9,18774,118,北京市
443,朝奉柏香·辉子,52987,106062.37,650,97,28082,583,北京市
444,星辰出品,14638,106021.99,720,119,43134,723,北京市
445,至家HOMMEY种草官,67942,105949.67,3543,85,75320,1638,北京市
446,伟粒大码服装工作室,20005,105498.0,310,106,27758,673,北京市
447,中茶官方旗舰店,385667,105306.95,257,41,50745,112,北京市
448,Lee官方旗舰店,64114,104800.0,286,60,22452,108,北京市
449,朗姿股份有限公司,90524,104597.0,119,73,13175,82,北京市
450,🐬海豚妈妈,601438,104413.63,3532,100,11544,104,北京市
451,妃鱼名品,47251,104089.0,11,100,6581,52,北京市
452,猫格格周六日14点~冻干专场+38节专场,102874,104004.07,1151,58,12806,162,北京市
453,幽炫女装,753733,103965.0,710,32,46921,899,北京市
454,阳光皮皮兔,105034,103812.7,527,12,10036,447,北京市
455,北京瓷哥,234985,103691.0,309,10,15330,117,北京市
456,luckin coffee 瑞幸咖啡,481154,103637.2,2758,19,131401,989,北京市
457,红布林包多多,18560,103577.0,80,90,29317,580,北京市
458,桂先学姐（北大姐妹花）早6点直播家庭教育,5217058,102970.48,474,14,40296,1368,北京市
459,小度官方旗舰店,1160773,102942.7,229,33,60455,476,北京市
460,姿美堂旗舰店,223158,102849.0,251,5,14985,110,北京市
461,万象阁珠宝,154460,102728.33,619,95,121642,1835,北京市
462,京东超市,1360035,102623.74,1596,128,100289,155,北京市
463,奇遇VR,1857,102562.0,38,4,1590,56,北京市
464,🐬海豚妈妈,601438,102052.3,3072,99,9176,83,北京市
465,京华图书,94058,102045.41,4451,642,63479,624,北京市
466,姿美堂官方旗舰店,74057,101881.71,232,10,9933,115,北京市
467,星辰出品,14638,101302.73,719,125,49104,755,北京市
468,三星官方直播间,187394,101103.43,25,33,29913,65,北京市
469,爱慕官方旗舰店,541936,100896.0,539,26,30666,134,北京市
470,Lee官方旗舰店,64114,100857.0,297,59,26384,115,北京市
471,交个朋友潮流女装,203670,100837.4,1082,42,70882,1370,北京市
472,刘玉婷张迪夫妇,237677,100308.52,692,28,25570,500,北京市
473,酒仙网酒宫格格(18号开播2周年庆回馈,1344205,100181.1,936,29,57586,941,北京市
474,ARSIS官方旗舰店,146014,99816.0,474,54,28767,64,北京市
475,爱慕官方旗舰店,541936,99700.0,469,37,26738,105,北京市
476,荣耀全场景直播间,20184,99511.4,42,45,21888,42,北京市
477,摩登大火锅（周五晚八点直播）,209418,99398.19,2274,73,78076,1414,北京市
478,子安养你一辈子,17865,99348.0,432,17,17163,117,北京市
479,联合利华官方旗舰店,229320,99287.91,871,13,34388,63,北京市
480,张东书画院,4228,99087.0,84,88,18968,761,北京市
481,维维俏生活,332591,99020.63,210,40,13020,408,北京市
482,luckin coffee 瑞幸咖啡,481154,98961.4,2621,24,115371,1194,北京市
483,凯叔讲故事官方旗舰店,242943,98242.51,386,43,21724,76,北京市
484,刘玉婷张迪夫妇,237677,98158.4,376,23,17720,335,北京市
485,福宝,38931,97850.37,6268,62,8111,230,北京市
486,协和美肤指导,52034,97299.95,214,19,8501,37,北京市
487,TCH潮牌,167557,97130.0,110,71,12635,104,北京市
488,gxg jeans官方旗舰店,29650,97043.18,923,100,39957,105,北京市
489,荣耀全场景直播间,20184,96881.65,44,47,24727,58,北京市
490,凯叔讲故事官方旗舰店,242943,96177.43,383,40,22402,70,北京市
491,川大发,722016,95998.23,1149,10,37974,465,北京市
492,东方喝不败,316441,95926.0,71,12,10408,146,北京市
493,翼眠品牌直营（直播间专享福利）,191803,95731.6,196,16,13965,34,北京市
494,Lee官方旗舰店,64114,95605.0,279,58,26044,93,北京市
495,妃鱼名品,47251,94893.0,7,100,5679,57,北京市
496,ARSIS官方旗舰店,146014,94790.0,420,57,15837,75,北京市
497,荣耀全场景直播间,20184,94604.05,45,45,26051,46,北京市
498,交个朋友之休闲运动,44893,94247.8,665,31,41766,704,北京市
499,妖妖文玩,69746,94053.5,822,320,33357,611,北京市
500,凯叔讲故事官方旗舰店,242943,93814.9,396,43,19938,51,北京市
501,窦昕@豆神天蝎星,1179477,93270.61,86,18,18340,46,北京市
502,明达（休息中）,148841,93177.71,532,38,7743,206,北京市
503,必品阁bibigo,238687,92799.21,1150,19,47052,111,北京市
504,五个女博士,15327,92791.4,150,11,53482,226,北京市
505,窦昕@豆神天蝎星,1179477,92636.18,132,34,17972,41,北京市
506,老傅家三度塑形枕工厂店,205569,92555.0,102,8,8106,67,北京市
507,北京海亮（超级百货）,726968,92391.11,2525,31,29113,874,北京市
508,老苏说茶,188587,91872.0,627,13,15023,686,北京市
509,姿美堂官方旗舰店,74057,91745.25,225,8,12001,120,北京市
510,必品阁bibigo,238687,91374.89,1159,19,31392,172,北京市
511,付伽fuji,44200,91365.0,29,102,7366,154,北京市
512,桂堂东品牌假发,704208,91268.01,137,15,31097,182,北京市
513,TCH潮牌,167557,91122.0,101,81,16050,134,北京市
514,艺发画院（北京）,101837,90942.0,82,151,26153,416,北京市
515,隆娱文化,228004,90795.52,3310,8,275671,12602,北京市
516,摩登大火锅（周五晚八点直播）,209418,90115.26,2253,90,71379,1535,北京市
517,伯希和旗舰店,55562,89665.0,285,51,14565,81,北京市
518,朗姿股份有限公司,90524,89557.0,131,77,14706,81,北京市
519,陶然reset,1176983,89544.0,201,15,10053,504,北京市
520,Lee官方旗舰店,64114,89451.0,269,59,23774,99,北京市
521,太平鸟女装北京,88013,89091.5,344,45,39960,104,北京市
522,小度官方旗舰店,1160773,89083.8,241,32,50869,210,北京市
523,团油加油券,160004,89065.0,484,11,25357,441,北京市
524,刘玉婷张迪夫妇,237677,88762.5,657,18,14528,369,北京市
525,倩林优品,1042811,88611.7,1241,2,97092,207,北京市
526,你的马队,1204943,88526.64,296,5,32000,1583,北京市
527,倩林优品,1042811,88519.3,1246,2,81545,165,北京市
528,五个女博士饮品旗舰店,231025,88504.0,215,8,11654,56,北京市
529,姿美堂旗舰店,223158,88444.0,217,4,12241,123,北京市
530,TCH潮牌,167557,88314.0,117,92,19198,133,北京市
531,华熙生物美学馆,120134,87817.8,648,24,33408,58,北京市
532,中茶官方旗舰店,385667,87395.62,126,42,30868,141,北京市
533,亚茹服装,241310,86698.03,532,57,42566,673,北京市
534,北京海亮（超级百货）,726968,86606.46,3390,37,43148,1800,北京市
535,学而思摩比家族,84542,86509.21,435,18,9016,90,北京市
536,小新家高端大码（每天13点直播）,124105,86202.79,530,12,52362,131,北京市
537,小黄象官方旗舰店,112160,86090.43,200,8,5439,22,北京市
538,润百颜官方旗舰店,316349,85999.0,288,16,16886,60,北京市
539,宝家洁家庭清洁旗舰店,149480,85637.42,1232,55,20098,58,北京市
540,暇步士儿童服饰旗舰店,32336,85402.83,783,104,30762,232,北京市
541,徐亮,1067475,85375.09,2893,87,26542,604,北京市
542,无印良品家居家纺店,140269,85054.66,415,6,23664,98,北京市
543,参小妹心选,318572,84993.0,111,8,19056,52,北京市
544,百年扁氏老黑膏,176112,84942.0,429,1,25194,492,北京市
545,爱慕官方旗舰店,541936,84876.2,403,32,24549,167,北京市
546,老苏说茶,188587,84737.0,484,14,18143,507,北京市
547,Lee官方旗舰店,64114,84560.0,252,61,19482,84,北京市
548,17sui_,584162,84553.02,881,49,68843,662,北京市
549,luckin coffee 瑞幸咖啡,481154,84404.4,2129,24,80801,1085,北京市
550,朝奉柏香·辉子,52987,84363.88,563,86,27099,449,北京市
551,爱慕官方旗舰店,541936,84163.5,431,28,29082,135,北京市
552,熊小夕全屋饮水,48392,84153.0,47,7,7579,37,北京市
553,中茶官方旗舰店,385667,84106.0,112,39,64964,499,北京市
554,维维俏生活,332591,83819.65,166,32,12408,424,北京市
555,翼眠品牌直营（直播间专享福利）,191803,83513.0,191,16,14058,42,北京市
556,石彦文讲财税,410509,83232.0,104,5,24622,2376,北京市
557,爱慕儿童旗舰店,93936,83227.1,647,46,14067,70,北京市
558,北大赵伯奇@豆神天浪星,61148,83217.02,104,12,5305,101,北京市
559,纯甄旗舰店,191402,83068.0,1101,10,39004,183,北京市
560,老傅家三度塑形枕工厂店,205569,82922.9,97,8,7190,62,北京市
561,三星官方直播间,187394,82819.56,18,31,35650,109,北京市
562,万亩园红酒行,60410,81906.0,217,16,13861,168,北京市
563,HAZZYS哈吉斯童装,115874,81693.03,303,84,14341,43,北京市
564,学魁图书,915044,81637.42,302,4,59890,219,北京市
565,窦昕@豆神天蝎星,1179477,81590.82,125,29,20205,62,北京市
566,唐菀Zoey,144154,81535.0,775,21,129691,1450,北京市
567,水孩儿童装官方旗舰店,169176,81051.0,579,69,33999,71,北京市
568,北京海亮（超级百货）,726968,80924.13,3757,22,34137,936,北京市
569,ARSIS官方旗舰店,146014,80588.85,376,58,29864,57,北京市
570,心情花园（从210到102),300928,79897.47,1721,81,94621,1542,北京市
571,协和护肤团,28763,79795.0,278,15,12370,44,北京市
572,天一轩（元亨书画院）,54153,79769.0,122,22,19268,551,北京市
573,谷可女装,69933,79719.5,295,16,37618,226,北京市
574,懂车帝真选-车品好物,23422,79271.17,102,27,18244,64,北京市
575,心上skp,31772,78959.0,8,68,1964,18,北京市
576,朗姿股份有限公司,90524,78327.0,143,71,11199,57,北京市
577,戴尔中国,220597,78292.27,12,43,7796,146,北京市
578,宝洁家庭清洁旗舰店,343687,78234.7,723,66,11569,44,北京市
579,FanBeautySecret,50805,78221.5,229,28,8944,53,北京市
580,朗姿股份有限公司,90524,78087.0,88,72,8199,85,北京市
581,三星官方直播间,187394,78062.43,18,32,25019,76,北京市
582,老傅家三度塑形枕工厂店,205569,78009.0,78,8,5885,59,北京市
583,小度官方旗舰店,1160773,77950.7,100,34,25528,87,北京市
584,施小暴(小个子联盟),332394,77661.43,477,16,62984,588,北京市
585,同仁堂育发专场,46207,77511.84,397,7,13312,42,北京市
586,浒城古娘原创中国风设计品牌旗舰店,2592876,77361.08,298,93,20033,483,北京市
587,维达旗舰店,1423506,77146.2,1193,20,78196,1031,北京市
588,同仁堂育发专场,46207,76932.02,380,7,13434,53,北京市
589,窦昕@豆神天蝎星,1179477,76852.61,84,32,18743,41,北京市
590,观云官方旗舰店,93767,76811.1,150,18,15511,119,北京市
591,施小暴(小个子联盟),332394,76644.0,480,17,69113,492,北京市
592,京东方BOE画屏,35284,76466.0,34,11,22991,58,北京市
593,爱慕官方旗舰店,541936,75943.43,377,33,22322,109,北京市
594,北京海亮（超级百货）,726968,75935.73,3226,27,25403,588,北京市
595,Lee官方旗舰店,64114,75903.0,223,59,20523,74,北京市
596,熊小夕全屋饮水,48392,75896.0,44,7,7974,45,北京市
597,小米智能家居,146115,75857.66,288,101,42269,159,北京市
598,美臀黄建,564572,75828.96,846,33,122614,9444,北京市
599,小撸聊文玩,395683,75672.05,813,114,40420,750,北京市
600,修芝堂旗舰店,80779,75388.7,201,6,5012,78,北京市
601,是阿涵呀（113.2努力到108）,230848,75309.56,2378,102,16363,170,北京市
602,阳小哥,116638,75244.18,8007,50,60348,823,北京市
603,参小妹心选,318572,75224.0,114,8,18243,167,北京市
604,美家·生活,261822,75130.0,18,48,6205,54,北京市
605,手电王,223651,75102.0,124,24,16634,316,北京市
606,友的说,21418,75090.79,3539,91,16304,1108,北京市
607,HAZZYS哈吉斯童装,115874,75066.96,275,87,11447,38,北京市
608,Lee官方旗舰店,64114,74622.0,220,58,21437,70,北京市
609,MAX户外,273191,74587.0,31,85,20346,166,北京市
610,华熙生物美学馆,120134,74044.5,620,25,37882,46,北京市
611,瑜伽老师桃桃💕直播中,28899,74032.67,733,4,15808,592,北京市
612,天成易讯数码专营店,50910,73787.73,1961,44,108528,2397,北京市
613,ARSIS官方旗舰店,146014,73565.0,363,56,23239,55,北京市
614,北京崔海燕服装,226083,73516.0,954,27,38855,667,北京市
615,石头科技,268031,73239.0,26,15,7530,19,北京市
616,翼眠品牌直营（直播间专享福利）,191803,73155.8,190,16,13830,36,北京市
617,华夏专业个护,30751,73065.23,290,30,7758,22,北京市
618,美家·生活,261822,72958.67,17,47,7192,36,北京市
619,百年扁氏老黑膏,176112,72666.0,367,1,51293,563,北京市
620,小度智能学习平板,1079812,72583.9,52,19,28556,48,北京市
621,同仁堂育发专场,46207,72551.68,371,7,13925,50,北京市
622,阳小哥,116638,72466.38,4298,50,67875,2161,北京市
623,福宝,38931,72431.45,5588,40,8160,244,北京市
624,天一轩（元亨书画院）,54153,72329.0,122,22,22627,580,北京市
625,雨夜夫妻档（文玩珠宝）（光头掌柜直播中）,97239,72217.81,297,115,43439,933,北京市
626,维维俏生活,332591,72135.27,144,32,8528,395,北京市
627,luckin coffee 瑞幸咖啡,481154,72046.5,1804,23,50782,1219,北京市
628,三星官方直播间,187394,72014.53,26,33,34390,105,北京市
629,老傅家三度塑形枕工厂店,205569,71909.0,67,7,6203,90,北京市
630,天成孤品【文玩回血十个点】,14029,71786.0,55,57,23806,345,北京市
631,友的说,21418,71637.48,2755,90,7129,788,北京市
632,迪巧 D-CAL,85985,71485.0,328,10,14402,37,北京市
633,宝家洁家庭清洁旗舰店,149480,71454.26,1000,47,16821,64,北京市
634,美家·生活,261822,71418.33,18,61,10335,31,北京市
635,🐬海豚妈妈,601438,71237.23,2759,93,7099,78,北京市
636,PONHU胖虎三里屯旗舰店,18065,71196.0,4,48,4474,35,北京市
637,TCH潮牌,167557,70913.0,102,61,14214,134,北京市
638,小度官方旗舰店,1160773,70898.0,80,40,23411,62,北京市
639,王璇形象美学,1209033,70807.77,95,39,31257,1392,北京市
640,luckin coffee 瑞幸咖啡,481154,70781.1,1835,21,51499,905,北京市
641,福宝,38931,70766.27,5283,50,6845,212,北京市
642,红布林尖货特供（热销好货）,102819,70634.8,10,94,8173,88,北京市
643,朝奉柏香·辉子,52987,70539.39,428,105,26716,618,北京市
644,雨夜夫妻档（文玩珠宝）（光头掌柜直播中）,97239,70451.11,181,117,31475,778,北京市
645,团油加油券,160004,70445.73,477,11,17563,134,北京市
